UDID,Headline_Alt,Destination_URL,Destination_name,Internal_Destination,Internal_Destination_UDID
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/design-infringement,Design infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/plant-breeders-right-pbr-infringement,Plant Breeder's Rights (PBR) infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/copyright-infringement,Copyright infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/unregistered-trade-marks,Unregistered trade marks,Yes,Null
E1015,IP attorney or lawyer,https://ipfirstresponse.ipaustralia.gov.au/options/what-ip-infringement,'suspected infringement',Yes,Null
E1015,IP attorney or lawyer,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1015,IP attorney or lawyer,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone is using my IP | IP Australia,No,Null
E1015,IP attorney or lawyer,"https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action#:~:text=Check%20if%20the%20IP%20has, to%20challenge%20their%20IP%20right.",What to consider before taking legal action | IP Australia,No,Null
E1015,IP attorney or lawyer,https://www.ipaustralia.gov.au/news-and-community/webinars/updated-advanced-trade-marks-enforcement,Advanced Trade Marks: Enforcement | IP Australia,No,Null
E1015,IP attorney or lawyer,https://www.artslaw.com.au/legal/raw-law/legal-help-who-can-you-go-to/,Legal help: who can you go to? - Arts Law Centre of Australia,No,Null
E1018,IP Australia process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-hearings,Opposition hearings | IP Australia,No,Null
E1018,IP Australia process,"https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip#:~:text=When%20to%20oppose, after%20your%20intention%20to%20oppose.",How to challenge someone else's IP | IP Australia,No,Null
E1018,IP Australia process,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-granted-patent-0,Challenge a granted patent | IP Australia First Response,Yes,Null
E1018,IP Australia process,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-registration-trade-mark,Challenge the registration of a trade mark | IP Australia First Response,Yes,Null
D1005,Court - Trade mark,https://ipfirstresponse.ipaustralia.gov.au/options/Interim_Injunction,Seek an urgent injunction,Yes,Null
D1005,Court - Trade mark,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court,Escalate To Court | IP Australia,No,Null
D1005,Court - Trade mark,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,Rights of appeal from decisions of the Registrar | IPA Manuals,No,Null
D1005,Court - Trade mark,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1005,Court - Trade mark,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1005,Court - Trade mark,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1005,Court - Trade mark,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/2022-23,Annual Report 2022-2023,No,Null
D1005,Court - Trade mark,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/annual-report-2023-2024,Annual Report 2023-2024,No,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/trade-mark-infringement,Trade mark infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/patent-infringement,Patent infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/design-infringement,Design infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/plant-breeders-right-pbr-infringement,Plant Breeder's Rights (PBR) infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/copyright-infringement,Copyright infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/unregistered-trade-marks,Unregistered trade marks,Yes,Null
C1014,Apply for a design right,https://portal.ipaustralia.gov.au/login,IP Australia's Online Services,No,Null
C1014,Apply for a design right,https://ipfirstresponse.ipaustralia.gov.au/options/request-certification-registered-design,Request Certification for a Registered Design,Yes,Null
C1014,Apply for a design right,https://www.ipaustralia.gov.au/design-rights/how-to-apply-for-a-design-right,How to apply for a design right | IP Australia,No,Null
C1014,Apply for a design right,https://www.ipaustralia.gov.au/design-rights/timeframes-and-fees#fx-tabs-0-panel-0,Design rights timeframes and fees | IP Australia,No,Null
C1014,Apply for a design right,https://www.ipaustralia.gov.au/news-and-community/webinars/understanding-designs,Understanding designs,No,Null
C1014,Apply for a design right,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1003,ASBFEO,https://www.asbfeo.gov.au/disputes-assistance/dispute-support,Dispute Support Tool,No,Null
D1003,ASBFEO,https://www.asbfeo.gov.au/sites/default/files/2024-12/Assistance%20Service%20Charter_Dec%202024.pdf,Assistance Charter.,No,Null
D1003,ASBFEO,https://ipfirstresponse.ipaustralia.gov.au/options/resolve-conflicts-help-experienced-facilitators,Alternative dispute resolution (ADR)   | IP First Response,Yes,Null
D1003,ASBFEO,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1003,ASBFEO,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
B1021,Design certification ,https://ipfirstresponse.ipaustralia.gov.au/options/respond-unjustified-threat,Respond to an unjustified threat | IP Australia First Response,Yes,Null
B1021,Design certification ,https://manuals.ipaustralia.gov.au/design/amending-a-registration,22.3. Amendments: Amending a registration | IPA Manuals,No,Null
B1021,Design certification ,https://www.ipaustralia.gov.au/design-rights/timeframes-and-fees#fx-tabs-0-panel-1,IP Australia's fee schedule,No,Null
B1021,Design certification ,https://www.ipaustralia.gov.au/design-rights/how-to-apply-for-a-design-right,How to apply for a design right | IP Australia,No,Null
B1021,Design certification ,https://www.ipaustralia.gov.au/design-rights/timeframes-and-fees#fx-tabs-0-panel-0,Design rights timeframes and fees | IP Australia,No,Null
B1021,Design certification ,https://www.ipaustralia.gov.au/design-rights/what-are-design-rights,What are design rights? | IP Australia,No,Null
B1021,Design certification ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
B1018,eCommerce platform,https://sellercentral.amazon.com.au/ap/signin?clientContext=356-0403267-0221635&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fsellercentral.amazon.com.au%2Fperformance%2Fdashboard&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=sc_au_amazon_v2&openid.mode=checkid_setup&language=en_AU&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&pageId=sc_amazon_v3_unified&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&ssoResponse=eyJ6aXAiOiJERUYiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiQTI1NktXIn0.ei_Rkvz4D_tiHkwJ-xMgUxmexQX7kXEJuOH_ATzAPzNHXF1mTbV61A. UXP7b7zppv_9yEF0.1-X2jljwUSUZDZNeIKoyPpHvMCuU5UTIZd-dLW30_3mQmCiqCTuNJ3D5rBTm55zphLvV01Zyq_GmvSAOUXo1qg3d4PwlfnWWfCQpzZXCePEg8n3HGvxuDVb9KTOQWzxWzZ_mX3KJo5bxliAODg98EHYmFFKQjskxutxt5dc08IpqkcLP1G-KXdgFE1g8skoxG3znTX1EUg.rTsZel0hA_nIEu_ShICRnQ,Account Health Page,No,Null
B1018,eCommerce platform,https://www.ebay.com/sellercenter/ebay-for-business/verified-rights-owner-program,VeRO,No,Null
B1018,eCommerce platform,https://help.etsy.com/hc/en-us/articles/360034079714-What-to-Do-if-You-Receive-a-Notice-of-Intellectual-Property-Infringement?segment=selling,"What to Do if You Receive a Notice of Intellectual Property Infringement""",No,Null
B1018,eCommerce platform,https://ipp.shein.com/ipp,IPP,No,Null
B1018,eCommerce platform,https://sellercentral.amazon.com/help/hub/reference/external/201361070?locale=en-US,https://sellercentral.amazon.com/help/hub/reference/external/201361070?locale=en-US,No,Null
B1018,eCommerce platform,https://www.etsy.com/legal/ip/,https://www.etsy.com/legal/ip/,No,Null
B1018,eCommerce platform,https://ipp.shein.com/ipp?language=en,https://ipp.shein.com/ipp?language=en,No,Null
B1018,eCommerce platform,https://www.ttipattorney.gov.au/,https://www,No,Null
D1033,Informal contact,https://ipfirstresponse.ipaustralia.gov.au/options/respond-unjustified-threat,unjustified threat,Yes,Null
D1033,Informal contact,https://ipfirstresponse.ipaustralia.gov.au/infringement-101,what infringement can look like,Yes,Null
D1033,Informal contact,https://ipfirstresponse.ipaustralia.gov.au/heres-some-helpful-information-enforcement,what infringement looks like,Yes,Null
D1033,Informal contact,https://ipfirstresponse.ipaustralia.gov.au/options/request-certification-your-registered-design,Request certification for your registered design | IP Australia First Response,Yes,Null
D1033,Informal contact,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1033,Informal contact,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1033,Informal contact,https://www.asbfeo.gov.au/disputes-assistance/five-steps-resolve-your-dispute,Five steps to resolve your dispute | ASBFEO,No,Null
D1033,Informal contact,https://www.ag.gov.au/legal-system/publications/your-guide-dispute-resolution,Your Guide to Dispute Resolution | Attorney-General's Department,No,Null
D1033,Informal contact,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What To Consider Before Taking Legal Action | IP Australia,No,Null
D1033,Informal contact,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone Is Using My IP | IP Australia,No,Null
D1033,Informal contact,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1087,Court - Designs,"https://www.twobirds.com/-/media/new-website-content/microsites/patent-hub/country-comparison-tool/australia---q,-a-, a.pdf",between $100-500k,No,Null
D1087,Court - Designs,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court,Escalate To Court | IP Australia,No,Null
D1087,Court - Designs,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,Rights of appeal from decisions of the Registrar | IPA Manuals,No,Null
D1087,Court - Designs,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1003,ASBFEO,https://www.asbfeo.gov.au/disputes-assistance/dispute-support,Dispute Support Tool,No,Null
D1003,ASBFEO,https://www.asbfeo.gov.au/sites/default/files/2024-12/Assistance%20Service%20Charter_Dec%202024.pdf,Assistance Charter.,No,Null
D1003,ASBFEO,https://ipfirstresponse.ipaustralia.gov.au/options/resolve-conflicts-help-experienced-facilitators,Alternative dispute resolution (ADR)   | IP First Response,Yes,Null
D1003,ASBFEO,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1003,ASBFEO,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1004,Domain Name Dispute (auDRP),https://www.auda.org.au/au-domain-names/au-rules-and-policies/au-dispute-resolution-policy-audrp-2016-01/#8-communication-between-parties,auDRP,No,Null
D1004,Domain Name Dispute (auDRP),https://auda.org.au/au-domain-names/au-rules-and-policies/au-dispute-resolution-policy-audrp-2016-01,auDRP,No,Null
D1004,Domain Name Dispute (auDRP),https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1004,Domain Name Dispute (auDRP),https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1004,Domain Name Dispute (auDRP),https://www.artslaw.com.au/services/legal-query-form/,Arts Law Centre of Australia,No,Null
D1004,Domain Name Dispute (auDRP),https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
C1002,Monitor supply chain,https://ipfirstresponse.ipaustralia.gov.au/options/stop-infringing-goods-entering-country,Notice of Objection,Yes,Null
C1002,Monitor supply chain,https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-help-manage-your-ip,Obtain advice to help manage your IP.,Yes,Null
C1002,Monitor supply chain,https://www.ipaustralia.gov.au/manage-my-ip/how-to-prevent-infringement-of-my-ip?utm_source=chatgpt.com,How to prevent infringement of my IP | IP Australia,No,Null
C1002,Monitor supply chain,https://www.abf.gov.au/importing-exporting-and-manufacturing/importing/how-to-import/types-of-imports/intellectual-property,How to import intellectual property,No,Null
E1011,Using IP,https://www.ipaustralia.gov.au/trade-marks/search-existing-trade-marks,How to search existing trade marks | IP Australia,No,Null
E1011,Using IP,https://www.ipaustralia.gov.au/patents/search-existing-patents,How to search existing patents | IP Australia,No,Null
E1011,Using IP,https://www.ipaustralia.gov.au/design-rights/how-to-search-existing-designs,How to search existing designs | IP Australia,No,Null
E1011,Using IP,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-and-objection-fees#fx-tabs-0-panel-0,Opposition and objection fees | IP Australia,No,Null
E1011,Using IP,https://www.ag.gov.au/rights-and-protections/copyright/copyright-basics,Copyright basics | Attorney-General's Department,No,Null
E1011,Using IP,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1011,Using IP,https://ipfirstresponse.ipaustralia.gov.au/options/agree-commercial-arrangement,Agree to a commercial arrangement | IP Australia First Response,Yes,Null
B1010,Report criminal activities ,https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption/scams-related-to-managing-ip-rights,Scams related to managing IP rights,No,Null
B1010,Report criminal activities ,https://www.scamwatch.gov.au/types-of-scams/product-and-service-scams,Scamwatch,No,Null
B1010,Report criminal activities ,https://www.scamwatch.gov.au/report-a-scam,Report a Scam page,No,Null
B1010,Report criminal activities ,https://www.cyber.gov.au/report-and-recover/where-get-help,Scams or fraudulent activities often take the form of cybercrimes,No,Null
B1010,Report criminal activities ,https://www.cyber.gov.au/report-and-recover/report,Report page,No,Null
B1010,Report criminal activities ,https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption/how-to-report-fraud-and-corruption,How to report fraud and corruption | IP Australia.,No,Null
B1010,Report criminal activities ,https://ipfirstresponse.ipaustralia.gov.au/options/receiving-letter-demand,Receiving a letter of demand.,Yes,Null
B1010,Report criminal activities ,https://www.scamwatch.gov.au/research-and-resources/scam-statistics,"they had 249,448 scams reported to them, with reported losses estimated at $318,762.688.",No,Null
B1010,Report criminal activities ,https://www.cyber.gov.au/about-us/view-all-content/reports-and-statistics/annual-cyber-threat-report-2023-2024,The Annual Cyber Threat Report 2023-2024,No,Null
B1010,Report criminal activities ,https://www.ipaustralia.gov.au/about-us/doing-business-with-us/fraud-and-corruption/identifying-unofficial-invoices-and-registers,Identifying unofficial invoices and registers | IP Australia,No,Null
B1010,Report criminal activities ,https://www.scamwatch.gov.au/,Home | Scamwatch,No,Null
B1010,Report criminal activities ,https://www.afp.gov.au/crimes/cybercrime,Cybercrime | Australian Federal Police,No,Null
B1010,Report criminal activities ,https://www.afp.gov.au/crimes/fraud-and-corruption,Fraud and corruption | Australian Federal Police,No,Null
E1019,Australian IP overseas,https://ipfirstresponse.ipaustralia.gov.au/options/can-i-protect-my-ideas-other-countries,Can I protect my ideas in other countries? | IP Australia First Response,Yes,Null
E1019,Australian IP overseas,https://www.ipaustralia.gov.au/international-ip,International intellectual property | IP Australia,No,Null
E1019,Australian IP overseas,https://www.ipaustralia.gov.au/international-ip/update-and-renew-overseas-ip/prevent-international-infringement,Prevent international infringement | IP Australia,No,Null
E1019,Australian IP overseas,https://www.wipo.int/en/web/madrid-system,WIPO Madrid System - International Trademark Protection,No,Null
E1019,Australian IP overseas,https://www.wipo.int/en/web/pct-system,PCT - The International Patent System,No,Null
B1015,Enforcing to defend ,https://ipfirstresponse.ipaustralia.gov.au/navigator-tool-suspected-infringement,I believe my IP has been infringed',Yes,Null
B1015,Enforcing to defend ,https://ipfirstresponse.ipaustralia.gov.au/heres-some-helpful-information-enforcement,what infringement can look like,Yes,Null
B1015,Enforcing to defend ,https://ipfirstresponse.ipaustralia.gov.au/options/obtain-legal-advice-your-situation,Obtain legal advice on your situation | IP Australia First Response,Yes,Null
B1015,Enforcing to defend ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
B1015,Enforcing to defend ,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone is using my IP | IP Australia,No,Null
B1015,Enforcing to defend ,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What to consider before taking legal action | IP Australia,No,Null
B1015,Enforcing to defend ,https://ipfirstresponse.ipaustralia.gov.au/options/respond-unjustified-threat,UnjustifiedThreats,Yes,Null
B1015,Enforcing to defend ,https://ipfirstresponse.ipaustralia.gov.au/all-enforcement-options,All enforcement options | IP Australia First Response,Yes,Null
101-8,Infringement 101,https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks/kinds-of-trade-marks,Kinds of Trade Marks,No,Null
101-8,Infringement 101,https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks/what-are-classes-of-goods-and-services,Classes of Goods and Services,No,Null
B1017,Design certification ,https://ipfirstresponse.ipaustralia.gov.au/options/respond-unjustified-threat,Unjustified Threats,Yes,Null
B1017,Design certification ,https://manuals.ipaustralia.gov.au/design/amendments-that-are-allowable,22.2.1. Amending an application: Amendments that are allowable | IPA Manuals,No,Null
B1017,Design certification ,https://www.ipaustralia.gov.au/design-rights/how-to-apply-for-a-design-right,How to apply for a design right | IP Australia,No,Null
B1017,Design certification ,https://www.ipaustralia.gov.au/design-rights/timeframes-and-fees#fx-tabs-0-panel-0,Design rights timeframes and fees | IP Australia,No,Null
B1017,Design certification ,https://www.ipaustralia.gov.au/news-and-community/webinars/understanding-designs,Understanding designs,No,Null
B1017,Design certification ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
B1017,Design certification ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
B1017,Design certification ,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1028,Negotiation,https://ipfirstresponse.ipaustralia.gov.au/options/mediation,Resolve IP issues with the help of a third party | IP Australia First Response,Yes,Null
D1028,Negotiation,"https://www.ipaustralia.gov.au/manage-my-ip/how-to-commercialise-my-ip/how-to-licence-my-ip#:~:text=Licensing%20involves%20the%20owner%20of, IP%20in%20exchange%20for%20payment.",How To Licence My IP | IP Australia,No,Null
D1028,Negotiation,https://portal.ipaustralia.gov.au/login?_gl=1%2an6kr9w%2a_ga%2aMTUwOTM4MDc5LjE3MzM3ODMxNTI.%2a_ga_GMT4KC15KS%2aMTczOTIyMTY0Ny41NS4xLjE3MzkyMjU5MTEuMC4wLjA.,Online Services portal,No,Null
D1028,Negotiation,https://manuals.ipaustralia.gov.au/trademark/annex-a1---an-example-of-a-letter-of-consent,a letter,No,Null
D1028,Negotiation,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1028,Negotiation,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1028,Negotiation,https://www.ipaustralia.gov.au/manage-my-ip/how-to-commercialise-my-ip,How To Commercialise My IP | IP Australia,No,Null
D1028,Negotiation,https://www.ipaustralia.gov.au/manage-my-ip/how-to-commercialise-my-ip/how-to-licence-my-ip/licence-royalties,Licence royalties | IP Australia,No,Null
D1028,Negotiation,https://manuals.ipaustralia.gov.au/trademark/annex-4---an-example-of-a-pbr-letter-of-consent,Example for plant breeder's right,No,Null
D1028,Negotiation,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What To Consider Before Taking Legal Action | IP Australia,No,Null
D1028,Negotiation,https://www.asbfeo.gov.au/disputes-assistance/five-steps-resolve-your-dispute,Five steps to resolve your dispute | ASBFEO,No,Null
D1028,Negotiation,https://www.ag.gov.au/legal-system/publications/your-guide-dispute-resolution,Your Guide to Dispute Resolution | Attorney-General's Department,No,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/options/respond-unjustified-threat,unjustified threat,Yes,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/infringement-101,what infringement can look like,Yes,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/heres-some-helpful-information-enforcement,what infringement looks like,Yes,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/options/request-certification-your-registered-design,Request certification for your registered design | IP Australia First Response,Yes,Null
Dxxxx,,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
Dxxxx,,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
Dxxxx,,https://www.asbfeo.gov.au/disputes-assistance/five-steps-resolve-your-dispute,Five steps to resolve your dispute | ASBFEO,No,Null
Dxxxx,,https://www.ag.gov.au/legal-system/publications/your-guide-dispute-resolution,Your Guide to Dispute Resolution | Attorney-General's Department,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What To Consider Before Taking Legal Action | IP Australia,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone Is Using My IP | IP Australia,No,Null
Dxxxx,,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
E1013,Complaints,https://www.ttipattorney.gov.au/for-clients/how-to-lodge-a-complaint/reasons-to-make-a-complaint,How to lodge a complaint with the TTIAB,No,Null
E1013,Complaints,https://www.actlawsociety.asn.au/,Law Society of the ACT,No,Null
E1013,Complaints,http://www.olsc.nsw.gov.au/,Office of the NSW Legal Services Commissioner,No,Null
E1013,Complaints,http://lawsocietynt.asn.au/,Law Society NT,No,Null
E1013,Complaints,http://www.lsc.qld.gov.au/,Legal Services Commission,No,Null
E1013,Complaints,https://lpcc.sa.gov.au/,Legal Profession Conduct Commissioner,No,Null
E1013,Complaints,https://www.lst.org.au/,Law Society of Tasmania,No,Null
E1013,Complaints,http://www.lsbc.vic.gov.au/,Victorian Legal Services Board & Commissioner,No,Null
E1013,Complaints,http://www.lpbwa.org.au/,Legal Practice Board of Western Australia,No,Null
D1067,Notification of prior art,https://portal.ipaustralia.gov.au/login,IP Australia's eServices,No,Null
D1067,Notification of prior art,https://manuals.ipaustralia.gov.au/patent/5.6.4.5-third-party-notifications,5.6.4.5 Third Party Notifications | IPA Manuals,No,Null
D1067,Notification of prior art,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-new-or-amended-patent,Challenge a new or amended patent | IP Australia First Response,Yes,Null
D1067,Notification of prior art,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-granted-patent-0,Challenge a granted patent | IP Australia First Response,Yes,Null
D1067,Notification of prior art,https://ipfirstresponse.ipaustralia.gov.au/options/court-patents,"Seek binding, authoritative decisions | IP Australia First Response",Yes,Null
C1015,Apply for a patent,https://www.ipaustralia.gov.au/patents,Patents | IP Australia,No,Null
C1015,Apply for a patent,https://www.ipaustralia.gov.au/patents/how-to-apply-for-a-standard-patent,How to apply for a patent | IP Australia,No,Null
C1015,Apply for a patent,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
C1015,Apply for a patent,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,Getting help with your IP | IP Australia,No,Null
D1038,eCommerce platform,https://www.auda.org.au/au-domain-names/domain-name-help/using-whois,Australian,No,Null
D1038,eCommerce platform,https://lookup.icann.org/en,international WHOIS databases,No,Null
D1038,eCommerce platform,https://ipfirstresponse.ipaustralia.gov.au/heres-some-helpful-information-enforcement,Evidence you can collect about infringements,Yes,Null
D1038,eCommerce platform,https://ipfirstresponse.ipaustralia.gov.au/options/copyright-infringement,copyrightinfringement page,Yes,Null
D1038,eCommerce platform,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1038,eCommerce platform,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1038,eCommerce platform,https://www.artslaw.com.au/services/legal-query-form/,Arts Law Centre of Australia,No,Null
D1038,eCommerce platform,https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
D1038,eCommerce platform,"https://www.ipaustralia.gov.au/international-ip/update-and-renew-overseas-ip/prevent-international-infringement#:~:text=as%20described%20below.-, Managing%20online%20infringement, a%20complaint%20directly%20to%20them",Prevent International Infringement | IP Australia,No,Null
D1038,eCommerce platform,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone Is Using My IP | IP Australia,No,Null
D1038,eCommerce platform,https://www.ipaustralia.gov.au/manage-my-ip/how-to-prevent-infringement-of-my-ip,How To Prevent Infringement Of My IP | IP Australia,No,Null
D1038,eCommerce platform,https://www.auda.org.au/au-domain-names/learn-about-au-domain-names/how-to-use-the-au-whois-tool/,.au WHOIS tool: look up .au domain names  | auDA,No,Null
